DRAW,DATE,GAME,AB1,AB2,AB3,AB4,AB5,AB6,BB,WIN1,DIV1,WIN2,DIV2,WIN3,DIV3,WIN4,DIV4,WIN5,DIV5,WIN6,DIV6,WIN7,DIV7,WIN8,DIV8,OB1,OB2,OB3,OB4,OB5,OB6
1776,2018-01-03,LOTTO,24,37,3,35,31,43,39,0,0.00,2,61413.50,40,5340.30,117,2282.20,2689,166.80,3885,100.30,52772,50.00,39169,20.00,3,24,31,35,37,43
1777,2018-01-06,LOTTO,39,34,31,33,44,43,38,0,0.00,1,143815.10,89,2810.30,207,1510.30,3668,143.20,4673,97.70,65557,50.00,47141,20.00,31,33,34,39,43,44
1778,2018-01-10,LOTTO,23,49,31,45,41,47,19,0,0.00,1,141738.10,65,3792.30,196,1572.10,3050,169.80,4317,104.20,53530,50.00,47199,20.00,23,31,41,45,47,49
1779,2018-01-13,LOTTO,50,46,48,27,10,29,32,0,0.00,1,188574.20,55,5962.80,157,2611.10,3179,216.60,4738,126.30,66793,50.00,50922,20.00,10,27,29,46,48,50
1780,2018-01-17,LOTTO,41,28,18,24,30,12,47,0,0.00,2,74596.20,74,3506.30,165,1965.70,4041,134.80,4303,110.10,72223,50.00,46161,20.00,12,18,24,28,30,41
1781,2018-01-20,LOTTO,28,50,52,5,27,35,39,0,0.00,0,0.00,80,7242.10,180,2554.50,4030,191.70,5707,117.60,80203,50.00,61846,20.00,5,27,28,35,50,52
1782,2018-01-24,LOTTO,3,40,32,18,19,24,25,0,0.00,5,48794.00,138,3074.60,312,1699.90,6788,131.30,8758,88.40,128943,50.00,93320,20.00,3,18,19,24,32,40
1783,2018-01-27,LOTTO,48,7,24,21,6,15,16,4,27500000.00,8,44738.10,146,4263.30,446,1744.50,8844,147.80,12928,87.90,177909,50.00,137556,20.00,6,7,15,21,24,48
1784,2018-01-31,LOTTO,34,19,18,26,42,40,1,0,0.00,1,111290.70,45,4301.20,109,2219.70,2518,161.30,3177,111.10,50115,50.00,37105,20.00,18,19,26,34,40,42
1785,2018-02-03,LOTTO,7,44,21,6,50,16,28,0,0.00,2,66224.40,39,5906.30,137,2101.70,2906,166.50,3965,106.00,59169,50.00,44322,20.00,6,7,16,21,44,50
1786,2018-02-07,LOTTO,19,49,6,50,47,52,16,1,11083019.30,1,105451.50,48,3820.70,131,1749.90,2905,132.60,3019,110.90,43893,50.00,33429,20.00,6,19,47,49,50,52
1787,2018-02-10,LOTTO,1,41,16,17,18,52,38,0,0.00,2,60265.60,34,6165.30,122,2147.80,2541,173.20,3203,199.40,50946,50.00,36476,20.00,1,16,17,18,41,52
1788,2018-02-14,LOTTO,40,2,28,18,45,46,22,1,6606515.10,0,0.00,38,6315.80,108,1763.60,1598,200.30,2665,104.40,34067,50.00,29226,20.00,2,18,28,40,45,46
1789,2018-02-17,LOTTO,21,33,9,38,32,27,11,0,0.00,2,49738.30,60,2883.40,166,1302.80,2954,123.00,4263,74.10,51539,50.00,43954,20.00,9,21,27,32,33,38
1790,2018-02-21,LOTTO,49,17,36,26,1,14,32,0,0.00,0,0.00,36,6012.50,89,1930.10,1906,151.40,2271,110.40,35432,50.00,24186,20.00,1,14,17,26,36,49
1791,2018-02-24,LOTTO,29,15,31,12,11,6,8,0,0.00,1,110368.40,49,3917.30,140,1713.80,2884,139.70,4345,80.60,56292,50.00,45234,20.00,6,11,12,15,29,31
1792,2018-02-28,LOTTO,51,39,30,28,5,9,47,0,0.00,2,51960.60,35,5163.70,80,2823.90,1926,197.10,2355,140.00,40477,50.00,26522,20.00,5,9,28,30,39,51
1793,2018-03-03,LOTTO,42,36,40,22,19,8,30,1,16196222.60,2,58751.70,63,3243.70,126,2027.40,3309,129.70,3723,100.20,58958,50.00,40435,20.00,8,19,22,36,40,42
1794,2018-03-07,LOTTO,52,24,38,17,30,32,37,0,0.00,1,89701.90,28,5571.60,57,3421.00,1805,181.50,246,126.80,36027,50.00,26098,20.00,17,24,30,32,38,52
1795,2018-03-10,LOTTO,3,17,11,2,23,5,31,0,0.00,0,0.00,102,2196.80,147,1209.80,4590,65.10,3869,67.10,67745,50.00,36962,20.00,2,3,5,11,17,23
1796,2018-03-14,LOTTO,5,8,47,14,23,41,34,0,0.00,2,40161.10,36,3880.00,101,1728.80,1876,156.40,2432,104.80,33152,50.00,25793,20.00,5,8,14,23,41,47
1797,2018-03-17,LOTTO,21,42,44,40,26,6,49,0,0.00,1,106999.00,36,5169.00,91,2556.10,2017,193.70,2880,117.90,43137,50.00,31535,20.00,6,21,26,40,42,44
1798,2018-03-21,LOTTO,32,50,49,11,19,1,22,0,0.00,0,0.00,28,6559.00,85,1714.80,1530,160.10,2584,82.40,31603,50.00,27029,20.00,1,11,19,32,49,50
1799,2018-03-24,LOTTO,3,31,24,1,12,49,52,1,36000000.00,1,127925.10,58,3835.80,157,1771.30,3613,129.30,4069,99.80,66579,50.00,42993,20.00,1,3,12,24,31,49
1800,2018-03-28,LOTTO,1,22,26,6,17,18,30,0,0.00,1,69358.30,43,2805.30,110,1370.80,2253,112.40,3013,73.00,41404,50.00,28852,20.00,1,6,17,18,22,26
1801,2018-03-31,LOTTO,49,18,21,31,23,35,42,0,0.00,0,0.00,60,4470.50,101,2107.70,2552,141.80,3233,96.20,47519,50.00,32901,20.00,18,21,23,31,35,49
1802,2018-04-04,LOTTO,50,36,30,52,28,17,31,0,0.00,0,0.00,26,9133.50,78,2411.00,1655,190.90,2214,124.00,35539,50.00,24305,20.00,17,28,30,36,50,52
1803,2018-04-07,LOTTO,35,13,28,11,10,3,16,0,0.00,2,45545.70,54,2933.70,134,1477.80,2929,113.60,4012,72.00,56735,50.00,39087,20.00,3,10,11,13,28,35
1804,2018-04-11,LOTTO,35,10,24,33,2,46,5,0,0.00,0,0.00,29,7452.60,85,2018.00,1724,167.20,2652,94.50,33820,50.00,29104,20.00,2,10,24,33,35,46
1805,2018-04-14,LOTTO,26,31,40,46,18,36,22,0,0.00,1,102786.20,36,4965.50,128,1745.70,2396,156.60,3614,90.30,45241,50.00,37215,50.00,18,26,31,36,40,46
1806,2018-04-18,LOTTO,10,12,32,39,13,50,42,0,0.00,0,0.00,27,9214.60,62,3184.70,1552,213.80,2233,129.00,33066,50.00,25818,20.00,10,12,13,32,39,50
1807,2018-04-21,LOTTO,49,15,26,35,21,13,23,0,0.00,1,109546.30,48,3969.10,128,1860.50,2580,155.10,3858,90.10,51327,50.00,39430,20.00,13,15,21,26,35,49
1808,2018-04-25,LOTTO,43,44,7,37,51,13,10,0,0.00,1,101070.80,30,5859.10,83,2647.20,2030,181.80,2574,124.70,39655,50.00,28996,20.00,7,13,37,43,44,51
1809,2018-04-28,LOTTO,5,14,13,25,12,28,4,0,0.00,1,117965.10,71,2889.50,195,1315.10,3074,140.20,4922,76.10,58602,50.00,50178,20.00,5,12,13,14,25,28
1810,2018-05-02,LOTTO,49,5,36,22,15,47,52,0,0.00,0,0.00,29,10197.10,93,2523.60,2203,178.90,2872,119.20,45878,50.00,33543,20.00,5,15,22,36,47,49
1811,2018-05-05,LOTTO,19,11,50,35,49,45,6,0,0.00,0,0.00,59,8049.80,175,2153.90,3787,167.20,5277,104.30,73412,50.00,58446,20.00,11,19,35,45,49,50
1812,2018-05-09,LOTTO,10,5,36,48,11,12,14,0,0.00,0,0.00,47,7265.20,145,1869.00,3297,138.10,4352,90.90,64030,50.00,46178,20.00,5,10,11,12,36,48
1813,2018-05-12,LOTTO,28,6,39,26,38,19,17,1,58672133.92,1,148570.6,52,4968.90,170,1899.90,3626,149.70,5183,91.00,69813,50.00,56052,20.00,6,19,26,28,38,39
1814,2018-05-16,LOTTO,48,22,1,2,36,31,45,0,0.00,0,0.00,24,10154.10,67,2886.70,1646,197.30,2083,135.60,35588,50.00,24024,20.00,1,2,22,31,36,48
1815,2018-05-19,LOTTO,46,48,9,40,38,35,30,0,0.00,1,112868.30,45,4362.10,93,2638.30,2095,196.80,2737,130.90,41995,50.00,31560,20.00,9,35,38,40,46,48
1816,2018-05-23,LOTTO,23,5,49,31,11,24,25,0,0.00,0,0.00,38,5272.50,81,1963.10,2414,124.70,2541,91.30,38964,50.00,27202,20.00,5,11,23,24,31,49
1817,2018-05-26,LOTTO,14,28,8,16,45,13,36,0,0.00,1,123544.40,36,5968.30,134,2004.30,2497,180.70,3925,99.90,53807,50.00,40228,20.00,8,13,14,16,28,45
1818,2018-05-30,LOTTO,30,14,6,46,7,3,5,1,15413088.80,0,0.00,39,6116.70,141,1342.80,2383,133.50,4257,65.00,43767,50.00,40395,20.00,3,6,7,14,30,46
1819,2018-06-02,LOTTO,12,14,16,47,29,8,19,1,3805527.40,2,59950.10,45,4633.80,159,1639.30,2769,158.20,4629,82.20,55249,50.00,47619,20.00,8,12,14,16,29,47
1820,2018-06-06,LOTTO,2,10,48,15,6,27,43,0,0.00,1,86963.80,43,3517.30,79,2393.00,2417,131.40,2429,113.60,44842,50.00,26102,20.00,2,6,10,15,27,48
1821,2018-06-09,LOTTO,50,27,25,48,52,30,6,0,0.00,0,0.00,47,6775.30,85,2973.30,2279,186.30,2937,125.60,44474,50.00,35042,20.00,25,27,30,48,50,52
1822,2018-06-13,LOTTO,47,35,45,42,193,6,2,0,0.00,1,86376.00,28,5365.00,67,2802.60,1620,194.70,2278,120.40,33413,50.00,25704,20.00,6,35,42,45,47,193
1823,2018-06-16,LOTTO,48,44,45,46,17,22,31,0,0.00,2,51684.30,29,6199.00,87,2583.00,2489,151.70,2626,124.90,42976,50.00,29947,20.00,17,22,44,45,46,48
1824,2018-06-20,LOTTO,14,46,30,22,27,4,7,0,0.00,0,0.00,26,8010.90,114,1450.00,1668,166.40,3402,70.90,33007,50.00,33051,20.00,4,14,22,27,30,46
1825,2018-06-23,LOTTO,41,35,42,10,13,1,15,0,0.00,1,107709.50,29,6459.30,81,2890.80,2081,189.10,3079,111.10,42956,50.00,34926,20.00,1,10,13,35,41,42
1826,2018-06-27,LOTTO,6,2,40,4,39,37,52,0,0.00,1,89159.90,41,3782.00,66,2936.70,1830,117.90,2115,133.80,41396,50.00,25035,20.00,2,4,6,37,39,40
1827,2018-06-30,LOTTO,12,43,29,44,17,42,16,0,0.00,1,145401.60,53,4771.20,98,3225.40,2671,198.80,3668,125.80,55739,50.00,42458,20.00,12,17,29,42,43,44
1828,2018-07-04,LOTTO,7,6,36,31,17,1,50,0,0.00,0,0.00,47,5630.60,95,2210.90,2859,123.40,2842,107.90,55325,50.00,30760,20.00,1,6,7,17,31,36
1829,2018-07-07,LOTTO,28,27,34,16,42,6,43,0,0.00,1,136556.30,37,6418.60,119,2494.60,2895,172.30,3565,121.60,57005,50.00,38235,20.00,6,16,27,28,34,42
1830,2018-07-11,LOTTO,40,37,17,30,5,6,39,0,0.00,0,0.00,40,7074.00,78,2879.10,2279,165.50,2875,114.00,46243,50.00,30404,20.00,5,6,17,30,37,40
1831,2018-07-14,LOTTO,13,30,18,4,42,8,5,0,0.00,1,129443.30,56,4020.00,157,1792.40,3383,139.80,4717,87.10,64034,50.00,50547,20.00,4,8,13,18,30,42
1832,2018-07-18,LOTTO,46,21,12,26,17,8,11,0,0.00,0,0.00,39,6793.80,106,1983.80,2633,134.10,3616,84.90,48064,50.00,41103,20.00,8,12,17,21,26,46
1833,2018-07-21,LOTTO,16,5,14,13,17,19,3,1,47393252.50,0,0.00,87,3755.70,189,1372.10,4201,103.70,66097,62.10,68877,50.00,55647,20.00,5,13,14,16,17,19
1834,2018-07-25,LOTTO,48,27,2,18,23,6,43,0,0.00,0,0.00,47,5155.30,100,1922.90,2728,118.50,2857,98.30,47405,50.00,28004,20.00,2,6,18,23,27,48
1835,2018-07-28,LOTTO,33,45,46,23,27,29,4,0,0.00,0,0.00,42,8689.60,117,2475.70,2603,186.90,3559,118.80,53083,50.00,41771,20.00,23,27,29,33,45,46
1836,2018-08-01,LOTTO,24,8,49,2,27,18,10,0,0.00,1,99377.00,49,3527.10,134,1612.20,2974,122.00,3972,79.40,54804,50.00,42430,20.00,2,8,18,24,27,49
1837,2018-08-04,LOTTO,14,42,2,21,28,36,47,0,0.00,2,69792.00,71,3419.10,131,2316.40,4177,122.10,3558,124.50,58791,50.00,38077,20.00,2,14,21,28,36,42
1838,2018-08-08,LOTTO,11,14,48,13,41,20,34,0,0.00,2,48191.70,30,5587.40,116,1806.30,1969,178.70,2755,111.10,40460,50.00,29917,20.00,11,13,14,20,41,48
1839,2018-08-11,LOTTO,51,37,17,25,24,36,29,0,0.00,1,114954.90,41,4876.20,87,2872.40,2064,203.40,2924,124.80,44537,50.00,32932,20.00,17,24,25,36,37,51
1840,2018-08-15,LOTTO,16,5,25,13,36,50,33,0,0.00,0,0.00,42,5777.60,117,1646.00,2158,150.00,3137,89.60,40602,50.00,32557,20.00,5,13,16,25,36,50
1841,2018-08-18,LOTTO,18,1,31,36,29,35,46,0,0.00,1,114244.90,35,5676.70,89,2790.60,2491,167.50,3105,116.80,50993,50.00,33658,20.00,1,18,29,31,35,36
1842,2018-08-22,LOTTO,46,3,23,21,2,41,9,2,15326746.60,2,45481.60,42,3766.60,94,2103.60,1830,181.50,3091,93.40,37866,50.00,37881,20.00,2,3,21,23,41,46
1843,2018-08-25,LOTTO,9,23,20,14,10,18,11,0,0.00,2,47181.10,86,1908.20,194,1057.40,3402,101.30,4918,60.90,58369,50.00,47485,20.00,9,10,14,18,20,23
1844,2018-08-29,LOTTO,2,29,28,10,46,14,41,0,0.00,2,42640.90,36,4118.00,84,2206.10,1878,165.80,2253,120.10,39713,50.00,25347,20.00,2,10,14,28,29,46
1845,2018-09-01,LOTTO,1,29,26,14,11,25,20,0,0.00,0,0.00,59,5150.30,147,1640.60,3156,128.40,3998,88.00,55332,50.00,43833,20.00,1,11,14,25,26,29
1846,2018-09-05,LOTTO,1,7,22,15,31,29,6,0,0.00,1,82290.30,71,2015.70,131,1365.60,2695,111.50,3370,77.60,46210,50.00,34056,20.00,1,7,15,22,29,31
1847,2018-09-08,LOTTO,43,52,40,6,14,25,16,0,0.00,1,114717.80,40,4987.70,108,2309.10,2067,202.60,3059,119.00,40554,50.00,34287,20.00,6,14,25,40,43,52
1848,2018-09-12,LOTTO,33,13,39,4,9,18,29,0,0.00,2,36941.40,48,2676.90,124,1295.30,2370,113.90,2946,79.60,43138,50.00,29720,20.00,4,9,13,18,33,39
1849,2018-09-15,LOTTO,16,36,41,43,4,9,14,0,0.00,1,114089.60,49,4049.30,119,2084.20,2427,171.70,3678,98.40,48789,50.00,40159,20.00,4,9,16,36,41,43
1850,2018-09-19,LOTTO,21,29,14,19,7,39,26,1,23744139.50,0,0.00,49,4057.50,128,1232.70,2680,98.90,3112,74.10,46417,50.00,30936,20.00,7,14,19,21,29,39
1851,2018-09-22,LOTTO,4,30,36,43,44,52,38,0,0.00,2,55066.90,18,10640.90,61,3924.90,1716,234.40,2557,136.70,38148,50.00,28994,20.00,4,30,36,43,44,52
1852,2018-09-26,LOTTO,3,37,29,1,40,41,25,0,0.00,0,0.00,21,20953.00,81,2254.00,1543,199.00,2148,124.00,33087,50.00,25439,20.00,1,3,29,37,40,41
1853,2018-09-29,LOTTO,20,51,26,23,41,42,16,0,0.00,0,0.00,25,13641.00,99,2734.00,2183,208.00,3245,122.00,45034,50.00,38446,20.00,20,23,26,41,42,51
1854,2018-10-03,LOTTO,49,43,3,35,44,37,1,0,0.00,1,123190.00,45,4761.00,113,2370.00,2330,193.00,3095,126.00,48714,50.00,36534,20.00,3,35,37,43,44,49
1855,2018-10-06,LOTTO,3,27,41,40,44,19,31,0,0.00,1,133127.00,50,4631.00,127,2279.00,3052,159.00,3939,107.00,60495,50.00,42348,20.00,3,19,27,40,41,44
1856,2018-10-10,LOTTO,47,51,32,14,49,22,46,0,0.00,0,0.00,39,84761.00,95,2762.00,2183,202.00,3199,120.00,44314,50.00,33915,20.00,14,22,32,47,49,51
1857,2018-10-13,LOTTO,47,29,23,22,49,15,37,0,0.00,1,136882.00,58,4104.00,115,2588.00,2739,183.00,3767,115.00,56734,50.00,42341,20.00,15,22,23,29,47,49
1858,2018-10-17,LOTTO,11,40,38,48,17,44,29,0,0.00,0,0.00,54,6058.00,132,1967.00,2898,151.00,3658,104.00,54809,50.00,38513,20.00,11,17,38,40,44,48
1859,2018-10-20,LOTTO,8,39,47,18,45,9,36,0,0.00,3,46654.00,52,4681.00,182,1672.00,3055,157.00,4991,89.00,60520,50.00,48561,20.00,8,9,18,39,45,47
1860,2018-10-24,LOTTO,20,32,2,18,34,22,46,1,569991777.00,1,106040.00,87,2120.00,174,1325.00,3139,123.00,3344,101.00,53501,50.00,33948,20.00,2,18,20,22,32,34
1861,2018-10-27,LOTTO,9,16,41,44,33,13,11,0,0.00,0,0.00,74,4403.00,150,1724.00,2964,147.00,4601,82.00,55745,50.00,50981,20.00,9,13,16,33,41,44
1862,2018-10-31,LOTTO,23,17,6,18,47,33,16,0,0.00,0,0.00,43,6149.00,109,1925.00,2500,141.00,3433,89.00,49183,50.00,36220,20.00,6,17,18,23,33,47
1863,2018-11-03,LOTTO,49,37,33,45,11,41,26,0,0.00,0,0.00,91,4088.00,138,2139.00,3558,139.00,4051,106.00,63635,50.00,43334,20.00,11,33,37,41,45,49
1864,2018-11-07,LOTTO,29,8,2,47,35,42,18,0,0.00,1,114302.00,45,4418.00,143,1738.00,2315,180.00,3721,98.00,45186,50.00,39804,20.00,2,8,29,35,42,47
1865,2018-11-10,LOTTO,41,9,8,42,5,33,20,0,0.00,0,0.00,55,6315.00,146,1888.00,2891,160.00,4259,95.00,59711,50.00,47915,20.00,5,8,9,33,41,42
1866,2018-11-14,LOTTO,32,36,12,26,27,18,33,0,0.00,2,47036.00,31,5278.00,103,1986.00,2713,127.00,3349,89.00,49322,50.00,35201,20.00,12,18,26,27,32,36
1867,2018-11-17,LOTTO,33,18,6,14,28,44,32,0,0.00,0,0.00,49,6898.00,130,2064.00,3181,142.00,3809,103.00,60322,50.00,43851,20.00,6,14,18,28,33,44
1868,2018-11-21,LOTTO,10,36,27,22,46,52,39,0,0.00,1,103718.00,44,4100.00,103,2189.00,2208,172.00,3094,106.00,43927,50.00,31576,20.00,10,22,27,36,46,52
1869,2018-11-24,LOTTO,51,27,11,6,34,22,19,0,0.00,3,42448.00,66,3356.00,183,1513.00,3613,129.00,5466,74.00,63946,50.00,55087,20.00,6,11,22,27,34,51
1870,2108-11-28,LOTTO,4,20,2,40,45,38,24,0,0.00,1,104023.00,41,4412.00,100,2261.00,2107,180.00,2989,111.00,42952,50.00,33379,20.00,2,4,20,38,40,45
1871,2018-12-01,LOTTO,29,16,1,49,45,19,10,0,0.00,3,40570.00,49,4320.00,136,1946.00,2967,150.00,4436,87.00,56665,50.00,44959,20.00,1,16,19,29,45,49
1872,2018-12-05,LOTTO,11,8,25,2,26,28,44,0,0.00,3,31512.00,48,3425.00,106,1939.00,2787,124.00,2934,102.00,49669,50.00,32098,20.00,2,8,11,25,26,28
1873,2018-12-08,LOTTO,3,29,27,21,7,12,39,1,46397149.00,1,100635.00,124,1411.00,175,1250.00,4647,79.00,4509,71.00,68858,50.00,41924,20.00,3,7,12,21,27,29
1874,2018-12-12,LOTTO,38,50,24,37,6,34,40,0,0.00,1,80950.00,22,6399.00,61,2885.00,1545,191.00,2185,118.00,31735,50.00,23715,20.00,6,24,34,37,38,50
1875,2018-12-15,LOTTO,17,43,50,32,51,16,23,0,0.00,0,0.00,38,7927.00,109,2193.00,1873,215.00,3132,112.00,37376,50.00,34294,20.00,16,17,32,43,50,51
1876,2018-12-19,LOTTO,52,19,38,33,14,45,51,1,8745800.00,1,84626.00,29,5075.00,62,2967.00,1982,156.00,2116,127.00,34483,50.00,23573,20.00,14,19,33,38,45,52
1877,2018-12-22,LOTTO,39,24,45,2,19,51,40,1,3408447.00,2,53695.00,30,6226.00,76,3072.00,2119,185.00,2742,124.00,42577,50.00,30891,20.00,2,19,24,39,45,51
1878,2018-12-26,LOTTO,15,12,6,20,29,1,26,1,1660072.00,0,0.00,29,4940.00,83,1370.00,1676,114.00,2316,72.00,28809,50.00,22501,20.00,1,6,12,15,20,29
1879,2018-12-29,LOTTO,9,15,50,07,52,51,33,1,3247902.50,1,102331.20,69,2579.20,110,2022.30,2761,135.30,3339,97.30,46248,50.00,35544,20.00,7,9,15,50,51,52
1880,2019-01-02,LOTTO,4,14,12,8,27,40,24,0,0,0,0,32,5800.10,126,1169.10,2091,118.40,3100,69.30,37131,50.00,28050,20.00,4,8,12,14,27,40
1881,2019-01-05,LOTTO,39,27,35,14,25,05,01,0,0,1,97070.90,57,2961.80,123,1715.60,2208,160.60,3197,96.40,44332,50.00,35564,20.00,5,14,25,27,35,39
1882,2019-01-09,LOTTO,26,43,8,15,32,3,46,0,0,3,26742.10,36,3875.60,65,2683.20,1970,148.70,2006,126.90,36170,50.00,22169,20.00,3,8,15,26,32,43
1883,2019-01-12,LOTTO,21,16,4,11,46,18,12,0,0,0,0,54,4545.80,149,1307.50,2783,117.60,70.60,51680,50.00,41061,20.00,4,11,16,18,21,46
1884,2019-01-16,LOTTO,52,33,44,49,48,19,9,0,0,0,0,33,6601.40,95,1820.00,2267,128.10,2944,85.70,39055,50.00,31180,20.00,19,33,44,48,49,52
1885,2019-01-19,LOTTO,7,2,39,24,46,17,27,0,0,1,101895.00,43,4121.20,125,1772.10,2632,141.40,4107,78.80,48813,50.00,41860,20.00,2,7,17,24,39,46
1886,2019-01-23,LOTTO,3,5,28,38,32,24,40,0,0,0,0,34,6530.50,81,2175.60,1850,160.00,2462,104.40,36822,50.00,26487,20.00,3,5,24,28,32,38
1887,2019-01-26,LOTTO,11,45,29,40,7,23,14,0,0,1,116556.90,69,2937.80,125,2027.00,3182,133.80,4121,89.80,60385,50.00,43042,20.00,7,11,23,29,40,45
1888,2019-01-30,LOTTO,21,23,38,44,48,26,36,0,0,0,0,47,5894.70,80,2748.60,2176,169.80,2741,117.10,40734,50.00,30904,20.00,21,23,26,38,44,48
1889,2019-02-02,LOTTO,32,19,6,1,28,48,40,0,0,1,138899.30,61,3960.10,151,1999.70,3353,151.30,4269,103.30,64576,50.00,45125,20.00,1,6,19,28,32,48
1890,2019-02-06,LOTTO,13,36,45,29,32,7,27,0,0,1,105424.40,35,5238.40,137,1672.90,2433,158.20,3563,93.90,46665,50.00,38773,20.00,7,13,29,32,36,45
1891,2019-02-09,LOTTO,40,17,6,49,10,31,24,1,37720995.40,1,129281.10,54,4163.70,126,2230.50,2948,160.20,4257,96.40,57232,50.00,44219,20.00,6,10,17,31,40,49
1892,2019-02-13,LOTTO,14,32,26,46,28,29,51,1,3002799.50,0,0,34,7621.90,63,3264.60,1780,194.10,2005,149.70,35776,50.00,22182,20.00,14,26,28,29,32,46,51
1893,2019-02-16,LOTTO,10,39,25,47,29,17,27,0,0,1,119765.80,56,3719.40,119,2187.90,2754,158.80,3755,100.90,50757,50.00,44034,20.00,10,17,25,29,39,47
1894,2019-02-20,LOTTO,16,52,21,30,16,27,35,0,0,2,45489.80,36,4395.20,93,2126.70,2186,152.00,2619,110.30,40333,50.00,30313,20.00,06,16,21,27,30,52
1895,2019-02-23,LOTTO,13,02,03,52,25,40,38,0,0,0,0,33,9306.30,89,2738.60,2222,184.30,2728,130.50,46793,50.00,31986,20.00,02,03,13,25,40,52
1896,2019-02-27,LOTTO,17,36,15,38,33,18,20,0,0,1,89258.10,37,4795.40,111,1748.10,2024,161.10,3320,85.30,43230,50.00,35474,20.00,15,17,18,33,36,38
1897,2019-03-02,LOTTO,35,20,16,34,17,29,06,0,0,2,57546.90,45,4448.10,134,1867.20,2670,157.40,3933,92.90,54622,50.00,45530,20.00,16,17,20,29,34,35
1898,2019-03-06,LOTTO,24,06,30,16,46,23,43,0,0,0,0,47,5318.30,88,2254.30,2569,129.70,2471,117.20,45369,50.00,26456,20.00,06,16,23,24,30,46
1899,2019-03-09,LOTTO,48,32,24,49,36,20,22,0,0,2,55462.40,48,4019.00,123,1960.50,3192,126.90,3264,108.80,48857,50.00,37195,20.00,20,24,32,36,48,49
1900,2019-03-13,LOTTO,48,16,45,46,12,43,33,0,0,2,43338.30,31,4862.60,78,2415.70,1825,173.50,2208,124.70,31952,50.00,25981,20.00,12,16,43,45,46,48
1901,2019-03-16,LOTTO,12,51,02,47,34,31,06,0,0,0,0,20,14580.30,94,2462.10,1766,220.20,2803,120.50,36399,50.00,32383,20.00,02,12,31,34,47,51
1902,2019-03-20,LOTTO,42,50,12,47,35,37,29,0,0,1,82870.40,23,6266.20,76,2370.40,1451,208.60,1880,139.90,29255,50.00,21575,20.00,12,35,37,42,47,50
1903,2019-03-23,LOTTO,34,40,33,02,38,46,21,0,0,1,99612.20,26,6663.00,82,2640.90,1784,203.90,2765,114.40,38275,50.00,31210,20.00,02,33,34,38,40,46
1904,2019-03-27,LOTTO,52,05,11,24,46,17,38,0,0,0,0,38,6282.50,103,1839.50,2065,154.10,2627,105.30,40324,50.00,292225,20.00,05,11,17,24,46,52
1905,2019-03-30,LOTTO,28,22,16,37,36,10,42,0,0,1,111191.30,42,4604.20,123,1965.20,2475,164.10,3322,106.20,49914,50.00,34778,20.00,10,16,22,28,36,37
1906,2019-04-03,LOTTO,51,32,49,45,29,26,22,0,0,1,105401.90,32,5728.40,94,2437.60,1754,2019.50,2837,117.90,36141,50.00,30998,20.00,26,29,32,45,49,51
1907,2019-04-06,LOTTO,29,23,13,43,25,14,39,0,0,2,57465.80,39,5125.20,112,2230.80,2334,179.80,3068,118.90,47728,50.00,33680,20.00,13,14,23,25,29,43
1908,2019-04-10,LOTTO,06,01,47,13,18,36,34,0,0,0,0,33,7178.40,93,2021.60,2149,147.00,2675,102.60,41243,50.00,28733,20.00,01,06,13,18,36,47
1909,2019-04-13,LOTTO,39,22,34,46,13,16,37,0,0,0,0,63,4676.30,109,2145.10,2705,145.20,3105,110.00,47783,50.00,38840,20.00,13,16,22,34,39,46
1910,2019-04-17,LOTTO,42,38,01,19,51,50,21,0,0,0,0,27,9972.30,75,2849.20,1804,199.00,2458,126.90,36863,50.00,28747,20.00,01,19,38,42,50,51
1911,2019-04-20,LOTTO,30,39,05,16,10,33,13,0,0,0,0,57,4528.50,112,1829.20,2551,134.90,3349,89.30,46521,50.00,34823,20.00,05,10,16,30,33,39
1912,2019-04-24,LOTTO,04,52,01,50,08,28,45,0,0,4,21516.60,34,4402.40,76,2461.80,1960,160.40,2173,125.70,37184,50.00,24241,20.00,01,01,08,28,50,52
1913,2019-04-27,LOTTO,04,19,21,43,44,51,13,0,0,0,0,34,10375.40,120,2333.10,2363,199.10,4073,100.40,51847,50.00,46196,20.00,04,19,21,43,44,51
1914,2019-05-01,LOTTO,10,06,30,02,42,45,35,0,0,1,117202.80,37,5509.00,111,2295.40,2416,177.10,3326,111.80,50703,50.00,35775,20.00,02,06,10,30,42,45
1915,2019-05-04,LOTTO,03,27,50,34,41,32,16,1,79874757.50,0,0,30,14023.20,113,2954.70,2786,201.40,4068,119.80,58440,50.00,47408,20.00,03,27,32,34,41,50
1916,2019-05-08,LOTTO,50,01,27,28,31,37,14,0,0,0,0,23,9015.10,57,2887.10,1145,241.40,1628,147.70,25899,50.00,20748,20.00,01,27,28,31,37,50
